Encoding Date,Form Number,Name,Barangay,Zoning_Code,Lot_Area_sqm,Application Type,Purpose,Assessment Fee
2023-05-17,U-039083,Corazon Torres,Alupay,I1-Z,4335.62,Zoning Certificate,Environmental Compliance,270.94
2023-05-18,U-656972,Angel Reyes,Poblacion A,,,Locational Clearance,Subdivision Phase 1,14978.19
2023-05-18,U-743118,David Torres,Masaya,R2-Z,194.95,Locational Clearance,Residential Construction,9394.03
2023-05-18,U-364189,Emmanuel Dimaculangan,Tulos,PTA-SZ-RA,16752.59,Locational Clearance,Subdivision Phase 1,6994.27
2023-05-18,U-041180,Batangas Gold Farms Corp.,Pinagsibaan,PDA-SZ,17318.91,Locational Clearance,Agribusiness Construction,13790.75
2023-05-18,U-999173,Ramon Santos,Maalas-As,R2-Z,165.65,Locational Clearance,Subdivision Phase 1,12575.24
2023-05-18,U-618712,Christian Garcia,Alupay,,,Zoning Certificate,Industrial Park Expansion,325.69
2023-05-19,U-802963,Prime Logistics Inc.,Matamis,GI-Z,2735.99,Development Permit,Industrial Park Expansion,50875.42
2023-05-19,U-595317,Antonio Comia,Poblacion E,C1-Z,452.84,Development Permit,Business Permit Requirement,100174.46
2023-05-19,U-763033,Batangas Gold Enterprises,Santa Cruz,R1-Z,175.26,Development Permit,Residential Construction,123486.6
2023-05-19,U-165618,Corazon Comia,Poblacion D,,,Locational Clearance,Environmental Compliance,8137.19
2023-05-19,U-704832,Agri-Ventures Enterprises,Namuco,I1-Z,2388.51,Locational Clearance,Industrial Park Expansion,15408.42
2023-05-19,U-830329,Luz Ramos,Nasi,R1-Z,137.73,Locational Clearance,Bank Financing Requirement,20408.52
2023-05-19,U-341485,Ramon Fernandez,Quilib,BR2-SZ,164.15,Locational Clearance,Subdivision Phase 1,4534.67
2023-05-19,U-493957,Luz Alday,Namunga,AgIndZ,7916.63,Locational Clearance,Industrial Park Expansion,12501.97
2023-05-19,U-672980,Rosario Realty & Development,Mabunga,R2-Z,169.54,Locational Clearance,Subdivision Phase 1,14623.17
2023-05-19,U-279786,Grace Cruz,Itlugan,R2-Z,230.41,Locational Clearance,Subdivision Phase 1,14137.39
2023-05-19,U-963699,Jose Fernandez,Alupay,AgIndZ-PTR,2998.67,Locational Clearance,Residential Construction,19126.82
2023-05-19,U-397689,Antonio Perez,Bagong Pook,R1-Z,254.79,Zoning Certificate,Subdivision Phase 1,455.96
2023-05-22,U-821818,Antonio Dimaculangan,Bagong Pook,T-Z,1374.85,Locational Clearance,General Property Clearance,6667.29
2023-05-22,U-954509,Corazon Gonzales,Santa Cruz,C1-Z,458.86,Locational Clearance,Commercial Complex Development,14711.27
2023-05-22,U-499408,Danilo Lopez,San Carlos,I1-Z,2336.76,Locational Clearance,Environmental Compliance,4195.61
2023-05-22,U-121263,Southern Luzon Logistics Inc.,San Carlos,AgIndZ,4261.29,Locational Clearance,Environmental Compliance,6020.09
2023-05-22,U-446588,Grace Garcia,Pinagsibaan,I2-Z,3852.4,Locational Clearance,Industrial Park Expansion,18656.33
2023-05-22,U-517715,Danilo Sanchez,Alupay,I2-Z,6438.82,Locational Clearance,Industrial Park Expansion,2843.08
2023-05-22,U-921496,Rosario Farms Corp.,Matamis,R1-Z,144.3,Locational Clearance,Bank Financing Requirement,14559.15
2023-05-22,U-782509,Victoria Sanchez,Cahigam,R1-Z,152.13,Locational Clearance,Subdivision Phase 1,10777.51
2023-05-22,U-081341,Luz Torres,Calantas,,,Zoning Certificate,Residential Construction,335.4
2023-05-22,U-296097,Southern Luzon Farms Corp.,Namunga,R2-Z,110.21,Zoning Certificate,Bank Financing Requirement,467.02
2023-05-22,U-992226,David Torres,Santa Cruz,R1-Z,171.91,Zoning Certificate,Subdivision Phase 1,483.38
2023-05-23,U-455443,Agri-Ventures Logistics Inc.,Pinagsibaan,AgIndZ-PTR,6976.57,Development Permit,Subdivision Phase 1,103788.51
2023-05-23,U-190687,Danilo Castillo,Alupay,,,Locational Clearance,General Property Clearance,10441.72
2023-05-23,U-510451,Angel Reyes,Pinagsibaan,I1-Z,4461.33,Locational Clearance,Industrial Park Expansion,15265.32
2023-05-23,U-663512,Teresa Mercado,Leviste,R2-Z,211.95,Locational Clearance,Residential Construction,19858.91
2023-05-23,U-983232,David Macalalad,Poblacion C,PR-Z,651.25,Locational Clearance,Bank Financing Requirement,11406.39
2023-05-23,U-276579,Jose Castillo,Salao,R1-Z,174.8,Locational Clearance,Residential Construction,21059.15
2023-05-23,U-580362,Batangas Trading Corp.,San Carlos,UTS-Z,2681.05,Locational Clearance,Site Development Permit,12408.84
2023-05-23,U-656259,Teresa Mendoza,Santa Cruz,C1-Z,167.45,Locational Clearance,Commercial Building Construction,10238.68
2023-05-23,U-617613,Angel Ramos,San Carlos,I2-Z,2628.11,Locational Clearance,Industrial Park Expansion,21372.99
2023-05-23,U-253742,David Santos,Tulos,FZ,12495.73,Locational Clearance,General Property Clearance,7815.48
2023-05-23,U-595578,Teresa Mendoza,San Carlos,AgIndZ,3154.74,Zoning Certificate,Industrial Park Expansion,276.63
2023-05-23,U-528515,Jose Cruz,Putingkahoy,PDA-SZ,19055.55,Zoning Certificate,Agribusiness Construction,478.25
2023-05-24,U-991741,Corazon Gonzales,Colongan,,,Locational Clearance,Commercial Building Construction,12069.42
2023-05-24,U-535136,Prime Realty & Development,Malaya,PDA-SZ,11608.81,Locational Clearance,Agribusiness Construction,14694.28
2023-05-24,U-600342,David Mercado,Putingkahoy,PDA-SZ,18763.64,Locational Clearance,Land Title Verification,7730.31
2023-05-24,U-551440,Mark Torres,San Roque,R1-Z,327.14,Locational Clearance,Bank Financing Requirement,18037.29
2023-05-24,U-747936,Southern Luzon Commercial Center,Malaya,R2-Z,125.63,Locational Clearance,Bank Financing Requirement,3972.86
2023-05-24,U-152182,Luzon Integrated Logistics Inc.,Baybayin,R1-Z,318.45,Locational Clearance,Subdivision Phase 1,4014.39
2023-05-24,U-935374,Corazon Comia,Salao,R2-Z,171.84,Locational Clearance,Bank Financing Requirement,3048.99
2023-05-24,U-473060,Danilo Gonzales,Mabato,,,Zoning Certificate,Site Development Permit,313.56
2023-05-24,U-539157,Daniel Comia,Salao,PTA-SZ-RA,10679.2,Zoning Certificate,Residential Construction,447.65
2023-05-25,U-352662,Prime Holdings Inc.,Salao,R1-Z,198.97,Development Permit,Subdivision Phase 1,49214.98
2023-05-25,U-571831,Luzon Integrated Logistics Inc.,San Roque,R1-Z,107.22,Development Permit,Bank Financing Requirement,63468.03
2023-05-25,U-407974,Benjamin Perez,Pinagsibaan,AgIndZ-PTR,9115.76,Locational Clearance,Subdivision Phase 1,2281.99
2023-05-25,U-678649,Victoria Gonzales,Balibago,GI-Z,685.02,Locational Clearance,Industrial Park Expansion,17727.39
2023-05-25,U-174750,Luzon Integrated Logistics Inc.,Poblacion A,C1-Z,230.84,Locational Clearance,Commercial Building Construction,12388.45
2023-05-25,U-358782,David Sanchez,Alupay,AgIndZ-PGR,4202.94,Locational Clearance,Bank Financing Requirement,20318.93
2023-05-25,U-231079,Juan Macalalad,Maalas-As,R1-Z,183.08,Locational Clearance,Subdivision Phase 1,18727.58
2023-05-25,U-694643,Grace Gonzales,San Roque,R1-Z,126.07,Locational Clearance,Subdivision Phase 1,11726.84
2023-05-25,U-217747,David Cruz,Baybayin,R1-Z,111.14,Locational Clearance,Subdivision Phase 1,4363.93
2023-05-25,U-864172,Ramon Sanchez,Putingkahoy,PDA-SZ,17947.82,Locational Clearance,Agribusiness Construction,12659.03
2023-05-25,U-669353,Batangas Gold Trading Corp.,Tulos,ECT-Z,2278.75,Locational Clearance,Commercial Building Construction,2413.87
2023-05-25,U-344463,Chloe Mercado,Baybayin,AgIndZ,3525.06,Zoning Certificate,Warehouse/Factory Construction,398.79
2023-05-26,U-668005,Batangas Gold Enterprises,Quilib,C1-Z,499.43,Development Permit,Commercial Complex Development,46694.93
2023-05-26,U-255682,Southern Luzon Holdings Inc.,Santa Cruz,R1-Z,320.28,Development Permit,Bank Financing Requirement,117892.35
2023-05-26,U-851243,Agri-Ventures Trading Corp.,San Isidro,R1-Z,107.09,Development Permit,Subdivision Phase 1,67330.36
2023-05-26,U-699229,Southern Luzon Logistics Inc.,Baybayin,R1-Z,268.63,Development Permit,Subdivision Phase 1,109999.76
2023-05-26,U-481728,Luzon Integrated Realty & Development,Putingkahoy,PTA-SZ-RA,17943.82,Development Permit,Subdivision Phase 1,66923.74
2023-05-26,U-293013,Victoria Castillo,Poblacion C,C1-Z,423.25,Locational Clearance,Business Permit Requirement,20374.02
2023-05-26,U-289275,Luz Ramos,Mabunga,R2-Z,205.67,Locational Clearance,Bank Financing Requirement,4833.27
2023-05-26,U-621341,Victoria Torres,Quilib,R1-Z,148.35,Locational Clearance,Bank Financing Requirement,13644.62
2023-05-26,U-397934,Jose Bautista,Masaya,R2-Z,233.01,Locational Clearance,Bank Financing Requirement,21599.37
2023-05-26,U-222828,Antonio Rodriguez,San Roque,C1-Z,457.67,Locational Clearance,Commercial Complex Development,19499.47
2023-05-26,U-862125,Mark Perez,San Carlos,,,Zoning Certificate,Industrial Park Expansion,378.35
2023-05-26,U-494068,Southern Luzon Farms Corp.,Calantas,FR-SZ,10151.38,Zoning Certificate,Subdivision Phase 1,272.83
2023-05-26,U-837231,Batangas Gold Trading Corp.,Mavalor,AgIndZ,6943.26,Zoning Certificate,Industrial Park Expansion,313.84
2023-05-29,U-891958,Southern Luzon Holdings Inc.,Namuco,AgIndZ-PGR,4346.47,Development Permit,Bank Financing Requirement,33544.91
2023-05-29,U-240307,David Castillo,Tulos,PTA-SZ-RA,14078.76,Development Permit,Bank Financing Requirement,45569.98
2023-05-29,U-313923,Maria Garcia,Marilag,,,Locational Clearance,Bank Financing Requirement,14871.51
2023-05-29,U-819267,Danilo Lopez,Lumbangan,R2-Z,199.42,Locational Clearance,Bank Financing Requirement,8035.31
2023-05-29,U-553312,Grace Lopez,Namuco,I1-Z,2770.74,Locational Clearance,Warehouse/Factory Construction,6241.33
2023-05-29,U-084371,Maria Sanchez,Salao,C1-Z,493.57,Locational Clearance,Commercial Complex Development,2628.1
2023-05-29,U-160287,Southern Luzon Logistics Inc.,San Carlos,CMRF,1066.89,Locational Clearance,Site Development Permit,13722.38
2023-05-29,U-583151,Rosario Commercial Center,Mabato,,,Zoning Certificate,Farm Development Permit,421.01
2023-05-30,U-373911,Corazon Gonzales,San Isidro,R1-Z,203.12,Locational Clearance,Residential Construction,10985.57
2023-05-30,U-636113,Batangas Gold Commercial Center,Poblacion A,C1-Z,178.36,Locational Clearance,Commercial Building Construction,9841.21
2023-05-30,U-322858,Rosario Realty & Development,Tulos,PTA-SZ-RA,14678.63,Locational Clearance,Residential Construction,15537.61
2023-05-30,U-516905,Luzon Integrated Enterprises,Bagong Pook,C1-Z,276.03,Locational Clearance,Commercial Complex Development,5616.24
2023-05-30,U-096253,Teresa Garcia,San Isidro,R1-Z,138.15,Locational Clearance,Bank Financing Requirement,15562.4
2023-05-30,U-845970,Prime Trading Corp.,San Carlos,I2-Z,2375.37,Locational Clearance,Environmental Compliance,12849.46
2023-05-30,U-350857,Chloe Castillo,Calantas,ECT-Z,3763.41,Locational Clearance,Business Permit Requirement,5502.39
2023-05-30,U-646937,Benjamin Dimaculangan,Poblacion B,C1-Z,361.59,Locational Clearance,Business Permit Requirement,7706.28
2023-05-30,U-490676,Ramon Reyes,Masaya,R1-Z,159.25,Zoning Certificate,Residential Construction,360.13
2023-05-31,U-696782,Agri-Ventures Trading Corp.,Tiquiwan,AgIndZ,3369.01,Locational Clearance,Warehouse/Factory Construction,20486.66
2023-05-31,U-555814,Sofia Torres,Santa Cruz,R1-Z,132.5,Locational Clearance,Bank Financing Requirement,15909.49
2023-05-31,U-907437,Antonio Gonzales,Bagong Pook,C1-Z,212.44,Locational Clearance,Commercial Complex Development,3198.74
2023-05-31,U-257536,Corazon Comia,Tiquiwan,C/MP-Z,2325.83,Locational Clearance,Commercial Building Construction,5519.3
2023-05-31,U-423487,Southern Luzon Trading Corp.,Calantas,PDA-SZ,13805.84,Locational Clearance,Agribusiness Construction,6157.55
2023-05-31,U-742942,Grace Macalalad,Poblacion A,R2-Z,147.75,Locational Clearance,Subdivision Phase 1,14283.62
2023-05-31,U-135385,Mark Bautista,Poblacion A,,,Zoning Certificate,Residential Construction,406.08
2023-05-31,U-091110,Grace Dimaculangan,Santa Cruz,BR2-SZ,110.93,Zoning Certificate,Residential Construction,342.01
2023-06-01,U-856276,David Ramos,Macalamcam A,,,Locational Clearance,Residential Construction,3189.19
2023-06-01,U-610641,Christian Ramos,San Carlos,,,Locational Clearance,Environmental Compliance,14038.1
2023-06-01,U-359262,Angel Rodriguez,Quilib,R2-Z,205.11,Locational Clearance,Bank Financing Requirement,18908.22
2023-06-01,U-144906,Maria Mercado,Pinagsibaan,AgIndZ,7030.38,Zoning Certificate,Warehouse/Factory Construction,287.12
2023-06-02,U-584352,Chloe Rodriguez,Namuco,,,Locational Clearance,General Property Clearance,3503.29
2023-06-02,U-452797,Mark Perez,Pinagsibaan,UTS-Z,631.7,Locational Clearance,General Property Clearance,16279.35
2023-06-02,U-865531,Teresa Gonzales,San Isidro,R1-Z,237.02,Locational Clearance,Residential Construction,1528.07
2023-06-02,U-987290,Antonio Torres,San Carlos,I2-Z,6375.6,Locational Clearance,Warehouse/Factory Construction,11285.89
2023-06-05,U-201920,Sofia Garcia,Tulos,,,Locational Clearance,Facility/Structure Construction,5143.2
2023-06-05,U-433757,Chloe Comia,Santa Cruz,R1-Z,328.66,Zoning Certificate,Residential Construction,299.86
2023-06-06,U-488062,Batangas Gold Realty & Development,Tulos,PDA-SZ,19500.32,Development Permit,Farm Development Permit,63689.33
2023-06-06,U-924161,Grace Torres,Macalamcam B,,,Locational Clearance,Commercial Building Construction,7968.19
2023-06-06,U-976660,Ramon Torres,Baybayin,,,Locational Clearance,Subdivision Phase 1,12084.61
2023-06-06,U-933496,David Dimaculangan,Namuco,I2-Z,5887.83,Locational Clearance,Warehouse/Factory Construction,4735.4
2023-06-06,U-435303,Christian Gonzales,Baybayin,R1-Z,336.64,Locational Clearance,Bank Financing Requirement,16568.26
2023-06-06,U-459515,Emmanuel Sanchez,Alupay,,,Zoning Certificate,Subdivision Phase 1,390.05
2023-06-06,U-200182,Prime Realty & Development,Pinagsibaan,AgIndZ,4026.27,Zoning Certificate,Warehouse/Factory Construction,367.82
2023-06-07,U-763459,Angel Dimaculangan,Tulos,ECT-Z,3805.08,Locational Clearance,Commercial Complex Development,15663.38
2023-06-07,U-454350,Christian Fernandez,Poblacion A,,,Zoning Certificate,Commercial Complex Development,421.72
2023-06-08,U-193572,Mark Dimaculangan,Namunga,,,Locational Clearance,Bank Financing Requirement,5771.26
2023-06-08,U-177560,Angel Macalalad,Lumbangan,R2-Z,235.39,Locational Clearance,Subdivision Phase 1,6762.46
2023-06-08,U-901027,Batangas Realty & Development,Bagong Pook,GI-Z,1497.77,Zoning Certificate,Industrial Park Expansion,299.85
2023-06-13,U-982659,Agri-Ventures Farms Corp.,Quilib,,,Locational Clearance,Bank Financing Requirement,8825.64
2023-06-13,U-760610,Christian Torres,Pinagsibaan,,,Zoning Certificate,Warehouse/Factory Construction,411.38
2023-06-14,U-163168,Sofia Castillo,Bayawang,AgIndZ-PGR,3725.67,Locational Clearance,Residential Construction,18175.73
2023-06-15,U-587798,Rosario Enterprises,Namuco,I1-Z,4458.94,Locational Clearance,Warehouse/Factory Construction,21279.13
2023-06-16,U-107221,Agri-Ventures Farms Corp.,San Roque,C1-Z,276.81,Locational Clearance,Commercial Complex Development,15516.37
2023-06-16,U-664465,Christian Macalalad,Maalas-As,AgIndZ,2904.62,Locational Clearance,Industrial Park Expansion,14579.65
2023-06-16,U-161670,David Mercado,San Isidro,R1-Z,218.17,Locational Clearance,Subdivision Phase 1,16343.39
2023-06-16,U-330690,Mark Comia,Putingkahoy,FR-SZ,16673.1,Locational Clearance,Subdivision Phase 1,18271.98
2023-06-16,U-187119,Angel Bautista,Baybayin,R2-Z,172.7,Locational Clearance,Subdivision Phase 1,6606.61
2023-06-19,U-289970,Prime Trading Corp.,Antipolo,PDA-SZ,18355.04,Development Permit,Farm Development Permit,54555.26
2023-06-19,U-506669,Chloe Mendoza,San Carlos,,,Locational Clearance,Warehouse/Factory Construction,13846.39
2023-06-19,U-873782,Victoria Lopez,Macalamcam A,R1-Z,336.38,Locational Clearance,Residential Construction,12758.38
2023-06-19,U-383558,Grace Gonzales,Namunga,BR2-SZ,76.63,Locational Clearance,Bank Financing Requirement,20026.56
2023-06-19,U-171396,David Fernandez,Tulos,ECT-Z,2341.79,Locational Clearance,Commercial Complex Development,13050.81
2023-06-19,U-089586,Daniel Ramos,Alupay,,,Zoning Certificate,Environmental Compliance,395.78
2023-06-20,U-191350,Agri-Ventures Enterprises,Poblacion B,C2-Z,420.51,Development Permit,Business Permit Requirement,107909.24
2023-06-20,U-454318,Batangas Holdings Inc.,Quilib,R1-Z,321.07,Locational Clearance,Bank Financing Requirement,4762.83
2023-06-20,U-567840,Grace Gonzales,Santa Cruz,R2-Z,90.83,Locational Clearance,Subdivision Phase 1,3499.59
2023-06-20,U-182536,Luzon Integrated Commercial Center,San Isidro,R1-Z,241.03,Locational Clearance,Subdivision Phase 1,2587.75
2023-06-20,U-895613,Emmanuel Perez,Alupay,,,Zoning Certificate,Site Development Permit,370.57
2023-06-20,U-649964,Southern Luzon Commercial Center,Mabato,,,Zoning Certificate,Agribusiness Construction,261.61
2023-06-20,U-998848,Benjamin Mercado,Bagong Pook,R1-Z,311.49,Zoning Certificate,Bank Financing Requirement,483.9
2023-06-21,U-297397,Teresa Fernandez,San Isidro,C/MP-Z,1270.9,Development Permit,Commercial Complex Development,74700.86
2023-06-21,U-248051,Corazon Mendoza,Santa Cruz,,,Locational Clearance,Bank Financing Requirement,10982.46
2023-06-21,U-882278,Chloe Lopez,Macalamcam A,R2-Z,240.53,Locational Clearance,Bank Financing Requirement,12203.98
2023-06-21,U-844872,Chloe Dimaculangan,Santa Cruz,,,Zoning Certificate,Facility/Structure Construction,354.26
2023-06-22,U-715243,Danilo Comia,Pinagsibaan,AgIndZ,7772.09,Development Permit,Industrial Park Expansion,116111.75
2023-06-22,U-117634,Sofia Lopez,Tulos,ECT-Z,3625.89,Locational Clearance,Business Permit Requirement,8663.82
2023-06-22,U-516764,Teresa Reyes,San Isidro,R2-Z,159.35,Locational Clearance,Subdivision Phase 1,6799.03
2023-06-22,U-509631,Victoria Santos,Balibago,R1-Z,349.79,Zoning Certificate,Bank Financing Requirement,404.37
2023-06-23,U-161828,Maria Alday,Masaya,R1-Z,208.96,Locational Clearance,Residential Construction,11440.21
2023-06-23,U-291623,Batangas Realty & Development,Calantas,FZ,13877.33,Locational Clearance,Site Development Permit,9238.69
2023-06-23,U-687807,Sofia Garcia,Namuco,UTS-Z,1725.22,Locational Clearance,General Property Clearance,11580.17
2023-06-23,U-919469,Luzon Integrated Enterprises,Leviste,C/MP-Z,2563.47,Locational Clearance,Commercial Building Construction,19398.8
2023-06-23,U-004485,Batangas Gold Farms Corp.,San Isidro,R1-Z,101.93,Zoning Certificate,Residential Construction,336.9
2023-06-26,U-679655,Victoria Torres,Bagong Pook,R1-Z,147.86,Locational Clearance,Residential Construction,13993.33
2023-06-26,U-010423,Victoria Mercado,Masaya,R2-Z,127.21,Locational Clearance,Residential Construction,12709.07
2023-06-26,U-414521,Danilo Mercado,Poblacion E,R1-Z,145.87,Locational Clearance,Bank Financing Requirement,6939.83
2023-06-26,U-931352,Ramon Bautista,San Roque,R1-Z,294.39,Locational Clearance,Residential Construction,11777.09
2023-06-26,U-954827,Victoria Macalalad,Alupay,I2-Z,6653.95,Zoning Certificate,Warehouse/Factory Construction,457.37
2023-06-27,U-646708,Mark Bautista,Poblacion A,,,Locational Clearance,Subdivision Phase 1,14281.3
2023-06-27,U-354745,Agri-Ventures Holdings Inc.,Namunga,,,Locational Clearance,Subdivision Phase 1,8033.0
2023-06-29,U-662098,Southern Luzon Realty & Development,Poblacion B,R1-Z,227.22,Locational Clearance,Bank Financing Requirement,18344.42
2023-06-29,U-984835,Jose Bautista,Quilib,,,Zoning Certificate,Residential Construction,439.73
2023-06-30,U-738876,Batangas Gold Logistics Inc.,Quilib,R2-Z,136.72,Development Permit,Subdivision Phase 1,45989.01
2023-06-30,U-486841,Luz Garcia,Marilag,,,Locational Clearance,Bank Financing Requirement,3819.1
2023-06-30,U-207453,Batangas Gold Holdings Inc.,San Isidro,,,Locational Clearance,Land Title Verification,7733.83
2023-06-30,U-160833,Luzon Integrated Commercial Center,Namunga,R1-Z,165.54,Locational Clearance,Residential Construction,6354.54
2023-06-30,U-924149,Chloe Dimaculangan,Santa Cruz,BR2-SZ,89.46,Locational Clearance,Subdivision Phase 1,5310.56
2023-06-30,U-433636,Christian Macalalad,Baybayin,C/MP-Z,2250.66,Locational Clearance,Commercial Building Construction,6353.05
2023-06-30,U-870384,Benjamin Garcia,Bagong Pook,BR2-SZ,158.14,Locational Clearance,Subdivision Phase 1,14975.54
2023-07-03,U-377977,Emmanuel Sanchez,Alupay,,,Locational Clearance,Residential Construction,14601.49
2023-07-04,U-791648,Danilo Comia,Balibago,,,Locational Clearance,Bank Financing Requirement,7310.91
2023-07-04,U-914556,Prime Holdings Inc.,Timbugan,R1-Z,253.95,Locational Clearance,Residential Construction,13366.46
2023-07-05,U-640496,Prime Farms Corp.,Lumbangan,R1-Z,162.93,Development Permit,Bank Financing Requirement,57254.56
2023-07-05,U-848834,Prime Enterprises,Leviste,,,Locational Clearance,Land Title Verification,4751.47
2023-07-05,U-336044,Agri-Ventures Logistics Inc.,Bulihan,,,Zoning Certificate,Residential Construction,272.16
2023-07-06,U-011311,Maria Ramos,Santa Cruz,R2-Z,187.04,Locational Clearance,Bank Financing Requirement,14029.55
2023-07-07,U-231896,Rosario Commercial Center,Mabato,,,Locational Clearance,Farm Development Permit,10881.11
2023-07-10,U-073559,Prime Trading Corp.,Namunga,GI-Z,3560.25,Development Permit,Warehouse/Factory Construction,78164.21
2023-07-10,U-660645,Mark Gonzales,Santa Cruz,R1-Z,218.4,Locational Clearance,Bank Financing Requirement,10075.99
2023-07-10,U-937376,Chloe Castillo,Masaya,PDA-SZ,17964.55,Zoning Certificate,Farm Development Permit,287.24
2023-07-11,U-440504,Sofia Alday,Alupay,,,Locational Clearance,General Property Clearance,13376.81
2023-07-11,U-400918,Sofia Mendoza,Bagong Pook,C1-Z,301.86,Zoning Certificate,Business Permit Requirement,371.38
2023-07-13,U-746098,Antonio Dimaculangan,Balibago,PTA-SZ-RA,8849.82,Zoning Certificate,Residential Construction,298.79
2023-07-14,U-861702,Chloe Santos,Alupay,,,Locational Clearance,Warehouse/Factory Construction,10356.68
2023-07-14,U-405706,Angel Fernandez,Poblacion C,MR2-SZ,185.04,Locational Clearance,Subdivision Phase 1,15699.54
2023-07-17,U-423717,Christian Garcia,Alupay,,,Locational Clearance,Industrial Park Expansion,4268.96
2023-07-17,U-710076,Batangas Gold Logistics Inc.,Bulihan,R1-Z,143.24,Zoning Certificate,Residential Construction,494.7
2023-07-18,U-087177,Emmanuel Perez,Alupay,,,Locational Clearance,General Property Clearance,14491.98
2023-07-18,U-076220,Agri-Ventures Realty & Development,Alupay,I2-Z,3082.93,Locational Clearance,Environmental Compliance,12721.47
2023-07-19,U-501159,Christian Garcia,Namunga,R2-Z,94.51,Locational Clearance,Bank Financing Requirement,12990.05
2023-07-19,U-563280,Juan Reyes,Bagong Pook,R1-Z,228.41,Zoning Certificate,Subdivision Phase 1,495.83
2023-07-20,U-271400,Agri-Ventures Farms Corp.,San Isidro,R1-Z,216.76,Locational Clearance,Bank Financing Requirement,11366.9
2023-07-20,U-482435,Juan Castillo,Matamis,PTA-SZ-RA,7276.24,Locational Clearance,Bank Financing Requirement,4462.88
2023-07-21,U-897449,Sofia Fernandez,Tulos,FR-SZ,5269.74,Locational Clearance,Subdivision Phase 1,18105.94
2023-07-21,U-689106,Luz Lopez,San Isidro,PDA-SZ,4249.81,Locational Clearance,Land Title Verification,3622.99
2023-07-21,U-867686,Prime Commercial Center,Calantas,5491-APDA-SZ,2223.17,Locational Clearance,Land Title Verification,4726.13
2023-07-24,U-285175,Angel Mendoza,Antipolo,,,Locational Clearance,Bank Financing Requirement,11955.08
2023-07-26,U-312124,Mark Perez,San Carlos,,,Locational Clearance,Environmental Compliance,3196.28
2023-07-26,U-253359,Rosario Commercial Center,Namuco,I3-Z,4888.26,Locational Clearance,Environmental Compliance,7957.11
2023-07-26,U-597469,Luz Perez,Balibago,R1-Z,131.71,Zoning Certificate,Bank Financing Requirement,304.04
2023-07-26,U-247344,Southern Luzon Realty & Development,Tulos,5491-APDA-SZ,2872.15,Zoning Certificate,Agribusiness Construction,369.02
2023-07-27,U-818070,Antonio Dimaculangan,Mabato,FZ,12666.18,Development Permit,General Property Clearance,85072.97
2023-07-27,U-641804,Daniel Mercado,Tulos,PDA-SZ,19096.62,Locational Clearance,Agribusiness Construction,2612.82
2023-07-31,U-837067,Luz Reyes,San Isidro,R1-Z,259.57,Locational Clearance,Subdivision Phase 1,12598.9
2023-07-31,U-090135,Maria Gonzales,Leviste,R2-Z,115.27,Zoning Certificate,Subdivision Phase 1,352.3
2023-07-31,U-203853,Victoria Mercado,Alupay,I2-Z,5790.53,Zoning Certificate,Warehouse/Factory Construction,372.0
2023-08-01,U-324481,Agri-Ventures Logistics Inc.,Bulihan,,,Locational Clearance,Subdivision Phase 1,2344.08
2023-08-01,U-446584,Daniel Castillo,Poblacion A,R1-Z,242.41,Locational Clearance,Bank Financing Requirement,12592.69
2023-08-01,U-187266,Teresa Macalalad,Timbugan,R2-Z,166.68,Locational Clearance,Residential Construction,21131.82
2023-08-02,U-598680,Batangas Farms Corp.,Itlugan,R2-Z,110.3,Locational Clearance,Residential Construction,6938.23
2023-08-02,U-428725,Luzon Integrated Commercial Center,Bagong Pook,R1-Z,337.91,Zoning Certificate,Residential Construction,463.05
2023-08-03,U-746130,Christian Gonzales,San Isidro,PDA-SZ,11497.16,Locational Clearance,Farm Development Permit,9371.58
2023-08-04,U-776335,Victoria Cruz,Palakpak,R2-Z,170.17,Locational Clearance,Bank Financing Requirement,10983.21
2023-08-07,U-323157,Chloe Dimaculangan,Santa Cruz,,,Locational Clearance,General Property Clearance,2196.27
2023-08-07,U-564778,Luz Torres,Calantas,,,Locational Clearance,Residential Construction,4059.07
2023-08-09,U-361219,Jose Bautista,Quilib,,,Locational Clearance,Bank Financing Requirement,7576.53
2023-08-09,U-730696,Benjamin Ramos,Marilag,R1-Z,270.86,Locational Clearance,Residential Construction,6903.94
2023-08-10,U-537374,Rosario Trading Corp.,Matamis,AgIndZ,6345.39,Locational Clearance,Warehouse/Factory Construction,3224.08
2023-08-14,U-019594,Danilo Gonzales,Mabato,,,Locational Clearance,Facility/Structure Construction,4212.81
2023-08-15,U-943623,Luz Perez,Poblacion E,R2-Z,201.0,Locational Clearance,Residential Construction,20051.9
2023-08-15,U-806181,Angel Alday,Calantas,,,Zoning Certificate,Land Title Verification,426.47
2023-08-15,U-911419,Benjamin Rodriguez,Pinagsibaan,CMRF,965.0,Zoning Certificate,Facility/Structure Construction,293.65
2023-08-17,U-826284,Mark Rodriguez,San Roque,R1-Z,222.35,Locational Clearance,Subdivision Phase 1,12980.98
2023-08-18,U-013143,Emmanuel Comia,San Carlos,AgIndZ,3088.27,Locational Clearance,Industrial Park Expansion,15223.75
2023-08-22,U-541125,Juan Gonzales,Poblacion E,R1-Z,241.53,Locational Clearance,Subdivision Phase 1,18775.92
2023-08-23,U-306049,Agri-Ventures Enterprises,Santa Cruz,BR2-SZ,60.78,Development Permit,Subdivision Phase 1,97291.73
